Code,CompanyName,SubSector,Sector
9997,ベルーナ,カー用品店,小売（食品スーパー）
1605,ＩＮＰＥＸ,石油開発,石油・石炭
1662,石油資源開発,石油開発,石油・石炭
1514,住石ホールディングス,石炭,石油・石炭
1518,三井松島ホールディングス,石炭,石油・石炭
5019,出光興産,石油元売り,石油・石炭
5020,ＥＮＥＯＳホールディングス,石油元売り,石油・石炭
5021,コスモエネルギーホールディングス,石油元売り,石油・石炭
8133,伊藤忠エネクス,石油元売り,石油・石炭
4095,日本パーカライジング,陸運,倉庫・陸運
9025,鴻池運輸,陸運,倉庫・陸運
9072,ニッコンホールディングス,陸運,倉庫・陸運
9075,福山通運,陸運,倉庫・陸運
2384,ＳＢＳホールディングス,陸運,倉庫・陸運
9065,山九,陸運,倉庫・陸運
9069,センコーグループホールディングス,陸運,倉庫・陸運
9064,ヤマトホールディングス,陸運,倉庫・陸運
9076,セイノーホールディングス,陸運,倉庫・陸運
9147,ＮＩＰＰＯＮ ＥＸＰＲＥＳＳホールディングス,陸運,倉庫・陸運
9302,三井倉庫ホールディングス,倉庫,倉庫・陸運
9303,住友倉庫,倉庫,倉庫・陸運
9364,上組,倉庫,倉庫・陸運
6728,アルバック,半導体・電子部品,電子（家電・半導体）
6925,ウシオ電機,半導体・電子部品,電子（家電・半導体）
7735,ＳＣＲＥＥＮホールディングス,半導体・電子部品,電子（家電・半導体）
8035,東京エレクトロン,半導体・電子部品,電子（家電・半導体）
6723,ルネサスエレクトロニクス,半導体・電子部品,電子（家電・半導体）
6727,ワコム,半導体・電子部品,電子（家電・半導体）
6754,アンリツ,半導体・電子部品,電子（家電・半導体）
6857,アドバンテスト,半導体・電子部品,電子（家電・半導体）
6875,メガチップス,半導体・電子部品,電子（家電・半導体）
6920,レーザーテック,半導体・電子部品,電子（家電・半導体）
3436,ＳＵＭＣＯ,半導体・電子部品,電子（家電・半導体）
4971,メック,半導体・電子部品,電子（家電・半導体）
6146,ディスコ,半導体・電子部品,電子（家電・半導体）
6966,三井ハイテック,半導体・電子部品,電子（家電・半導体）
4109,ステラ ケミファ,半導体・電子部品,電子（家電・半導体）
6055,ジャパンマテリアル,半導体・電子部品,電子（家電・半導体）
7613,シークス,半導体・電子部品,電子（家電・半導体）
4975,ＪＣＵ,半導体・電子部品,電子（家電・半導体）
6941,山一電機,半導体・電子部品,電子（家電・半導体）
6315,ＴＯＷＡ,半導体・電子部品,電子（家電・半導体）
6590,芝浦メカトロニクス,半導体・電子部品,電子（家電・半導体）
6800,ヨコオ,半導体・電子部品,電子（家電・半導体）
7745,Ａ＆Ｄホロンホールディングス,半導体・電子部品,電子（家電・半導体）
6856,堀場製作所,半導体・電子部品,電子（家電・半導体）
7729,東京精密,半導体・電子部品,電子（家電・半導体）
6501,日立製作所,重電,電子（家電・半導体）
6752,パナソニック ホールディングス,重電,電子（家電・半導体）
6503,三菱電機,重電,電子（家電・半導体）
6504,富士電機,重電,電子（家電・半導体）
6508,明電舎,重電,電子（家電・半導体）
6807,日本航空電子工業,電子デバイス,電子（家電・半導体）
7915,ＮＩＳＳＨＡ,電子デバイス,電子（家電・半導体）
6594,ニデック,電子デバイス,電子（家電・半導体）
6707,サンケン電気,電子デバイス,電子（家電・半導体）
6770,アルプスアルパイン,電子デバイス,電子（家電・半導体）
6963,ローム,電子デバイス,電子（家電・半導体）
6367,ダイキン工業,電子デバイス,電子（家電・半導体）
6479,ミネベアミツミ,電子デバイス,電子（家電・半導体）
6804,ホシデン,電子デバイス,電子（家電・半導体）
6971,京セラ,電子デバイス,電子（家電・半導体）
4062,イビデン,電子デバイス,電子（家電・半導体）
5344,ＭＡＲＵＷＡ,電子デバイス,電子（家電・半導体）
6758,ソニーグループ,電子デバイス,電子（家電・半導体）
6762,ＴＤＫ,電子デバイス,電子（家電・半導体）
6806,ヒロセ電機,電子デバイス,電子（家電・半導体）
6981,村田製作所,電子デバイス,電子（家電・半導体）
7974,任天堂,電子デバイス,電子（家電・半導体）
6951,日本電子,電子デバイス,電子（家電・半導体）
6976,太陽誘電,電子デバイス,電子（家電・半導体）
6701,日本電気,パソコン,電子（家電・半導体）
6702,富士通,パソコン,電子（家電・半導体）
3433,トーカロ,精密機器,電子（精密機器・FA）
6284,日精エー・エス・ビー機械,精密機器,電子（精密機器・FA）
6407,ＣＫＤ,精密機器,電子（精密機器・FA）
6516,山洋電気,精密機器,電子（精密機器・FA）
6859,エスペック,精密機器,電子（精密機器・FA）
6507,シンフォニアテクノロジー,精密機器,電子（精密機器・FA）
6622,ダイヘン,精密機器,電子（精密機器・FA）
6268,ナブテスコ,精密機器,電子（精密機器・FA）
6273,ＳＭＣ,精密機器,電子（精密機器・FA）
6383,ダイフク,精密機器,電子（精密機器・FA）
6481,ＴＨＫ,精密機器,電子（精密機器・FA）
9962,ミスミグループ本社,精密機器,電子（精密機器・FA）
4206,アイカ工業,精密機器,電子（精密機器・FA）
5393,ニチアス,精密機器,電子（精密機器・FA）
6370,栗田工業,精密機器,電子（精密機器・FA）
6965,浜松ホトニクス,精密機器,電子（精密機器・FA）
6005,三浦工業,精密機器,電子（精密機器・FA）
6845,アズビル,精密機器,電子（精密機器・FA）
6861,キーエンス,精密機器,電子（精密機器・FA）
7701,島津製作所,精密機器,電子（精密機器・FA）
7741,ＨＯＹＡ,精密機器,電子（精密機器・FA）
6506,安川電機,FAロボ・半導体素材,電子（精密機器・FA）
6586,マキタ,FAロボ・半導体素材,電子（精密機器・FA）
6645,オムロン,FAロボ・半導体素材,電子（精密機器・FA）
5332,ＴＯＴＯ,FAロボ・半導体素材,電子（精密機器・FA）
6954,ファナック,FAロボ・半導体素材,電子（精密機器・FA）
4063,信越化学工業,FAロボ・半導体素材,電子（精密機器・FA）
6988,日東電工,FAロボ・半導体素材,電子（精密機器・FA）
4186,東京応化工業,FAロボ・半導体素材,電子（精密機器・FA）
5384,フジミインコーポレーテッド,FAロボ・半導体素材,電子（精密機器・FA）
4612,日本ペイントホールディングス,塗料,電子（精密機器・FA）
4613,関西ペイント,塗料,電子（精密機器・FA）
8174,日本瓦斯,ガス,ガス
9533,東邦瓦斯,ガス,ガス
9543,静岡ガス,ガス,ガス
9531,東京瓦斯,ガス,ガス
9532,大阪瓦斯,ガス,ガス
9502,中部電力,電力2,電力
9504,中国電力,電力2,電力
9505,北陸電力,電力2,電力
9511,沖縄電力,電力2,電力
9501,東京電力ホールディングス,電力1,電力
9503,関西電力,電力1,電力
9506,東北電力,電力1,電力
9513,電源開発,電力1,電力
9507,四国電力,電力1,電力
9508,九州電力,電力1,電力
9509,北海道電力,電力1,電力
8005,スクロール,ITソリューション,内需サービス（SIer）
2326,デジタルアーツ,ITソリューション,内需サービス（SIer）
4776,サイボウズ,ITソリューション,内需サービス（SIer）
4812,電通総研,ITソリューション,内需サービス（SIer）
3762,テクマトリックス,ITソリューション,内需サービス（SIer）
3778,さくらインターネット,ITソリューション,内需サービス（SIer）
2749,ＪＰホールディングス,ITソリューション,内需サービス（SIer）
3673,ブロードリーフ,ITソリューション,内需サービス（SIer）
4974,タカラバイオ,ITソリューション,内需サービス（SIer）
3844,コムチュア,ITソリューション,内需サービス（SIer）
6947,図研,ITソリューション,内需サービス（SIer）
9889,ＪＢＣＣホールディングス,ITソリューション,内需サービス（SIer）
2170,リンクアンドモチベーション,ITサービス（SIer）,内需サービス（SIer）
9692,シーイーシー,ITサービス（SIer）,内需サービス（SIer）
7864,フジシールインターナショナル,ITサービス（SIer）,内需サービス（SIer）
9715,トランス・コスモス,ITサービス（SIer）,内需サービス（SIer）
9790,福井コンピュータホールディングス,ITサービス（SIer）,内需サービス（SIer）
9682,ＤＴＳ,ITサービス（SIer）,内需サービス（SIer）
9759,ＮＳＤ,ITサービス（SIer）,内需サービス（SIer）
2127,日本Ｍ＆Ａセンターホールディングス,ITサービス（SIer）,内需サービス（SIer）
9744,メイテックグループホールディングス,ITサービス（SIer）,内需サービス（SIer）
3626,ＴＩＳ,ITサービス（SIer）,内需サービス（SIer）
6436,アマノ,ITサービス（SIer）,内需サービス（SIer）
8056,ＢＩＰＲＯＧＹ,ITサービス（SIer）,内需サービス（SIer）
2327,日鉄ソリューションズ,ITサービス（SIer）,内需サービス（SIer）
4722,フューチャー,ITサービス（SIer）,内需サービス（SIer）
9468,ＫＡＤＯＫＡＷＡ,ITサービス（SIer）,内需サービス（SIer）
9435,光通信,ITサービス（SIer）,内需サービス（SIer）
9719,ＳＣＳＫ,ITサービス（SIer）,内需サービス（SIer）
9793,ダイセキ,ITサービス（SIer）,内需サービス（SIer）
4751,サイバーエージェント,ITサービス（Eコマース）,内需サービス（ゲーム・Eコマース・コンサル）
3064,ＭｏｎｏｔａＲＯ,ITサービス（Eコマース）,内需サービス（ゲーム・Eコマース・コンサル）
3092,ＺＯＺＯ,ITサービス（Eコマース）,内需サービス（ゲーム・Eコマース・コンサル）
3769,ＧＭＯペイメントゲートウェイ,ITサービス（Eコマース）,内需サービス（ゲーム・Eコマース・コンサル）
9449,ＧＭＯインターネットグループ,ITサービス（Eコマース）,内需サービス（ゲーム・Eコマース・コンサル）
6750,エレコム,ゲーム,内需サービス（ゲーム・Eコマース・コンサル）
3635,コーエーテクモホールディングス,ゲーム,内需サービス（ゲーム・Eコマース・コンサル）
3659,ネクソン,ゲーム,内需サービス（ゲーム・Eコマース・コンサル）
7832,バンダイナムコホールディングス,ゲーム,内需サービス（ゲーム・Eコマース・コンサル）
9684,スクウェア・エニックス・ホールディングス,ゲーム,内需サービス（ゲーム・Eコマース・コンサル）
9697,カプコン,ゲーム,内需サービス（ゲーム・Eコマース・コンサル）
4716,日本オラクル,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
7476,アズワン,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
9746,ＴＫＣ,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
8715,アニコム ホールディングス,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
2175,エス・エム・エス,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
3636,三菱総合研究所,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
3774,インターネットイニシアティブ,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
4307,野村総合研究所,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
4684,オービック,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
4733,オービックビジネスコンサルタント,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
4768,大塚商会,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
2317,システナ,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
4290,プレステージ・インターナショナル,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
2371,カカクコム,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
2413,エムスリー,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
4689,ＬＩＮＥヤフー,ITサービス（コンサル）,内需サービス（ゲーム・Eコマース・コンサル）
2432,ディー・エヌ・エー,スマホゲーム,内需サービス（ゲーム・Eコマース・コンサル）
3632,グリーホールディングス,スマホゲーム,内需サービス（ゲーム・Eコマース・コンサル）
5901,東洋製罐グループホールディングス,化学（その他2）,内需サービス（その他）
9301,三菱倉庫,化学（その他2）,内需サービス（その他）
9983,ファーストリテイリング,化学（その他2）,内需サービス（その他）
4272,日本化薬,化学（その他2）,内需サービス（その他）
3110,日東紡績,化学（その他2）,内需サービス（その他）
6841,横河電機,化学（その他2）,内需サービス（その他）
4021,日産化学,化学（その他2）,内需サービス（その他）
4041,日本曹達,化学（その他2）,内需サービス（その他）
4704,トレンドマイクロ,ITサービス・エンタメ,内需サービス（その他）
7951,ヤマハ,ITサービス・エンタメ,内需サービス（その他）
9613,ＮＴＴデータグループ,ITサービス・エンタメ,内需サービス（その他）
9766,コナミグループ,ITサービス・エンタメ,内需サービス（その他）
2168,パソナグループ,人材サービス,内需サービス（人材・展示）
2181,パーソルホールディングス,人材サービス,内需サービス（人材・展示）
8876,リログループ,人材サービス,内需サービス（人材・展示）
3076,あい ホールディングス,展示,内需サービス（人材・展示）
9716,乃村工藝社,展示,内需サービス（人材・展示）
9743,丹青社,展示,内需サービス（人材・展示）
2331,綜合警備保障,警備,内需ディフェンシブ（印刷・警備）
6465,ホシザキ,警備,内需ディフェンシブ（印刷・警備）
9735,セコム,警備,内需ディフェンシブ（印刷・警備）
7911,ＴＯＰＰＡＮホールディングス,印刷,内需ディフェンシブ（印刷・警備）
7912,大日本印刷,印刷,内需ディフェンシブ（印刷・警備）
2670,エービーシー・マート,量販店（その他）,内需ディフェンシブ（化粧・衛生）
4732,ユー・エス・エス,量販店（その他）,内需ディフェンシブ（化粧・衛生）
7545,西松屋チェーン,量販店（その他）,内需ディフェンシブ（化粧・衛生）
8227,しまむら,量販店（その他）,内需ディフェンシブ（化粧・衛生）
2678,アスクル,量販店（その他）,内需ディフェンシブ（化粧・衛生）
7532,パン・パシフィック・インターナショナルホールディングス,量販店（その他）,内需ディフェンシブ（化粧・衛生）
9843,ニトリホールディングス,量販店（その他）,内需ディフェンシブ（化粧・衛生）
2685,アダストリア,量販店（その他）,内需ディフェンシブ（化粧・衛生）
2726,パルグループホールディングス,量販店（その他）,内需ディフェンシブ（化粧・衛生）
7453,良品計画,量販店（その他）,内需ディフェンシブ（化粧・衛生）
1766,東建コーポレーション,衛生,内需ディフェンシブ（化粧・衛生）
6630,ヤーマン,衛生,内需ディフェンシブ（化粧・衛生）
4919,ミルボン,衛生,内需ディフェンシブ（化粧・衛生）
4928,ノエビアホールディングス,衛生,内需ディフェンシブ（化粧・衛生）
4967,小林製薬,衛生,内需ディフェンシブ（化粧・衛生）
7956,ピジョン,衛生,内需ディフェンシブ（化粧・衛生）
8113,ユニ・チャーム,衛生,内需ディフェンシブ（化粧・衛生）
4912,ライオン,衛生,内需ディフェンシブ（化粧・衛生）
7730,マニー,衛生,内需ディフェンシブ（化粧・衛生）
2733,あらた,衛生,内需ディフェンシブ（化粧・衛生）
4452,花王,衛生,内需ディフェンシブ（化粧・衛生）
4527,ロート製薬,衛生,内需ディフェンシブ（化粧・衛生）
4917,マンダム,衛生,内需ディフェンシブ（化粧・衛生）
8283,ＰＡＬＴＡＣ,衛生,内需ディフェンシブ（化粧・衛生）
4911,資生堂,化粧,内需ディフェンシブ（化粧・衛生）
4922,コーセー,化粧,内需ディフェンシブ（化粧・衛生）
4927,ポーラ・オルビスホールディングス,化粧,内需ディフェンシブ（化粧・衛生）
2212,山崎製パン,消費財2,内需ディフェンシブ（食品）
2267,ヤクルト本社,消費財2,内需ディフェンシブ（食品）
2802,味の素,消費財2,内需ディフェンシブ（食品）
7309,シマノ,消費財2,内需ディフェンシブ（食品）
2201,森永製菓,消費財2,内需ディフェンシブ（食品）
2918,わらべや日洋ホールディングス,消費財2,内需ディフェンシブ（食品）
2229,カルビー,消費財2,内需ディフェンシブ（食品）
2269,明治ホールディングス,消費財2,内需ディフェンシブ（食品）
2206,江崎グリコ,消費財2,内需ディフェンシブ（食品）
2809,キユーピー,消費財2,内需ディフェンシブ（食品）
1332,ニッスイ,消費財2,内需ディフェンシブ（食品）
1333,マルハニチロ,消費財2,内需ディフェンシブ（食品）
1377,サカタのタネ,消費財2,内需ディフェンシブ（食品）
2810,ハウス食品グループ本社,消費財2,内需ディフェンシブ（食品）
2815,アリアケジャパン,消費財2,内需ディフェンシブ（食品）
8060,キヤノンマーケティングジャパン,消費財2,内需ディフェンシブ（食品）
2001,ニップン,消費財2,内需ディフェンシブ（食品）
9787,イオンディライト,消費財2,内需ディフェンシブ（食品）
3201,日本毛織,消費財2,内需ディフェンシブ（食品）
5930,文化シヤッター,消費財2,内需ディフェンシブ（食品）
5943,ノーリツ,消費財2,内需ディフェンシブ（食品）
7981,タカラスタンダード,消費財2,内需ディフェンシブ（食品）
8130,サンゲツ,消費財2,内需ディフェンシブ（食品）
2002,日清製粉グループ本社,食品（海外向け多）,内需ディフェンシブ（食品）
2871,ニチレイ,食品（海外向け多）,内需ディフェンシブ（食品）
2282,日本ハム,食品（海外向け多）,内需ディフェンシブ（食品）
2801,キッコーマン,食品（海外向け多）,内需ディフェンシブ（食品）
2501,サッポロホールディングス,酒・たばこ,内需ディフェンシブ（食品）
2502,アサヒグループホールディングス,酒・たばこ,内需ディフェンシブ（食品）
2531,宝ホールディングス,酒・たばこ,内需ディフェンシブ（食品）
2503,キリンホールディングス,酒・たばこ,内需ディフェンシブ（食品）
2914,日本たばこ産業,酒・たばこ,内需ディフェンシブ（食品）
2875,東洋水産,カップ麺,内需ディフェンシブ（食品）
2897,日清食品ホールディングス,カップ麺,内需ディフェンシブ（食品）
6849,日本光電工業,カップ麺,内需ディフェンシブ（食品）
8086,ニプロ,カップ麺,内需ディフェンシブ（食品）
2264,森永乳業,乳業,内需ディフェンシブ（食品）
2270,雪印メグミルク,乳業,内需ディフェンシブ（食品）
5947,リンナイ,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
6755,富士通ゼネラル,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
8111,ゴールドウイン,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2281,プリマハム,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2602,日清オイリオグループ,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
7947,エフピコ,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
9830,トラスコ中山,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
8079,正栄食品工業,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2579,コカ・コーラ ボトラーズジャパンホールディングス,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2593,伊藤園,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
3593,ホギメディカル,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
7817,パラマウントベッドホールディングス,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2220,亀田製菓,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2811,カゴメ,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
4985,アース製薬,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2292,Ｓ Ｆｏｏｄｓ,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2607,不二製油,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2590,ダイドーグループホールディングス,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
2910,ロック・フィールド,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
3002,グンゼ,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
3591,ワコールホールディングス,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
6457,グローリー,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
8008,ヨンドシーホールディングス,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
3167,ＴＯＫＡＩホールディングス,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
4665,ダスキン,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
5463,丸一鋼管,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
9757,船井総研ホールディングス,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
6651,日東工業,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
9934,因幡電機産業,消費財1,内需ディフェンシブ（食品周辺・衣類製造）
4958,長谷川香料,食品周辺,内需ディフェンシブ（食品周辺・衣類製造）
7451,三菱食品,食品周辺,内需ディフェンシブ（食品周辺・衣類製造）
7734,理研計器,食品周辺,内需ディフェンシブ（食品周辺・衣類製造）
9869,加藤産業,食品周辺,内需ディフェンシブ（食品周辺・衣類製造）
3091,ブロンコビリー,外食,内需景気敏感（外食）
7611,ハイデイ日高,外食,内需景気敏感（外食）
8200,リンガーハット,外食,内需景気敏感（外食）
3097,物語コーポレーション,外食,内需景気敏感（外食）
4666,パーク２４,外食,内需景気敏感（外食）
8179,ロイヤルホールディングス,外食,内需景気敏感（外食）
3387,クリエイト・レストランツ・ホールディングス,外食,内需景気敏感（外食）
7616,コロワイド,外食,内需景気敏感（外食）
2353,日本駐車場開発,外食,内需景気敏感（外食）
7630,壱番屋,外食,内需景気敏感（外食）
9470,学研ホールディングス,外食,内需景気敏感（外食）
7581,サイゼリヤ,外食,内需景気敏感（外食）
2695,くら寿司,外食,内需景気敏感（外食）
7550,ゼンショーホールディングス,外食,内需景気敏感（外食）
1419,タマホーム,外食,内需景気敏感（外食）
3397,トリドールホールディングス,外食,内需景気敏感（外食）
9861,吉野家ホールディングス,外食,内需景気敏感（外食）
4681,リゾートトラスト,リゾート・エンタメ,内需景気敏感（エンタメ）
4680,ラウンドワン,リゾート・エンタメ,内需景気敏感（エンタメ）
8022,美津濃,リゾート・エンタメ,内需景気敏感（エンタメ）
9603,エイチ・アイ・エス,リゾート・エンタメ,内需景気敏感（エンタメ）
9722,藤田観光,リゾート・エンタメ,内需景気敏感（エンタメ）
7599,ＩＤＯＭ,リゾート・エンタメ,内需景気敏感（エンタメ）
9616,共立メンテナンス,リゾート・エンタメ,内需景気敏感（エンタメ）
7552,ハピネット,玩具,内需景気敏感（エンタメ）
7867,タカラトミー,玩具,内需景気敏感（エンタメ）
8281,ゼビオホールディングス,小売（その他）,内需景気敏感（その他小売）
3028,アルペン,小売（その他）,内需景気敏感（その他小売）
7421,カッパ・クリエイト,小売（その他）,内需景気敏感（その他小売）
8153,モスフードサービス,小売（その他）,内需景気敏感（その他小売）
8160,木曽路,小売（その他）,内需景気敏感（その他小売）
3087,ドトール・日レスホールディングス,小売（その他）,内需景気敏感（その他小売）
4825,ウェザーニューズ,小売（その他）,内需景気敏感（その他小売）
7990,グローブライド,小売（その他）,内需景気敏感（その他小売）
9828,Ｇｅｎｋｉ Ｇｌｏｂａｌ Ｄｉｎｉｎｇ Ｃｏｎｃｅｐｔｓ,小売（その他）,内需景気敏感（その他小売）
6419,マースグループホールディングス,パチンコ周辺機器,内需景気敏感（パチンコ）
6430,ダイコク電機,パチンコ周辺機器,内需景気敏感（パチンコ）
6412,平和,パチンコ,内需景気敏感（パチンコ）
6460,セガサミーホールディングス,パチンコ,内需景気敏感（パチンコ）
6417,ＳＡＮＫＹＯ,パチンコ,内需景気敏感（パチンコ）
8136,サンリオ,パチンコ,内需景気敏感（パチンコ）
2730,エディオン,量販店（家電）,内需景気敏感（家電量販店）
8282,ケーズホールディングス,量販店（家電）,内需景気敏感（家電量販店）
9831,ヤマダホールディングス,量販店（家電）,内需景気敏感（家電量販店）
3048,ビックカメラ,量販店（家電）,内需景気敏感（家電量販店）
7513,コジマ,量販店（家電）,内需景気敏感（家電量販店）
3086,Ｊ．フロント リテイリング,百貨店,内需景気敏感（百貨店）
3099,三越伊勢丹ホールディングス,百貨店,内需景気敏感（百貨店）
8237,松屋,百貨店,内需景気敏感（百貨店）
8242,エイチ・ツー・オー リテイリング,百貨店,内需景気敏感（百貨店）
8233,高島屋,百貨店,内需景気敏感（百貨店）
8252,丸井グループ,百貨店,内需景気敏感（百貨店）
7606,ユナイテッドアローズ,紳士服,内需景気敏感（アパレル）
8214,ＡＯＫＩホールディングス,紳士服,内需景気敏感（アパレル）
8219,青山商事,紳士服,内需景気敏感（アパレル）
3608,ＴＳＩホールディングス,アパレル,内需景気敏感（アパレル）
8016,オンワードホールディングス,アパレル,内需景気敏感（アパレル）
8801,三井不動産,ディベロッパー（大手）,不動産
8802,三菱地所,ディベロッパー（大手）,不動産
8830,住友不動産,ディベロッパー（大手）,不動産
8871,ゴールドクレスト,ディベロッパー（大手）,不動産
3231,野村不動産ホールディングス,ディベロッパー（中堅）,不動産
8803,平和不動産,ディベロッパー（中堅）,不動産
9672,東京都競馬,ディベロッパー（中堅）,不動産
3289,東急不動産ホールディングス,ディベロッパー（中堅）,不動産
3003,ヒューリック,ディベロッパー（中堅）,不動産
8905,イオンモール,ディベロッパー（中堅）,不動産
8804,東京建物,ディベロッパー（中堅）,不動産
8848,レオパレス２１,ディベロッパー（中堅）,不動産
7148,ＦＰＧ,不動産運用,不動産
8897,ＭＩＲＡＲＴＨホールディングス,不動産運用,不動産
8923,トーセイ,不動産運用,不動産
8934,サンフロンティア不動産,不動産運用,不動産
9678,カナモト,不動産運用,不動産
8630,ＳＯＭＰＯホールディングス,損保,保険
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,損保,保険
8766,東京海上ホールディングス,損保,保険
8750,第一生命ホールディングス,生保,保険
8795,Ｔ＆Ｄホールディングス,生保,保険
9201,日本航空,空運,旅客（JR・空運）
9202,ＡＮＡホールディングス,空運,旅客（JR・空運）
9020,東日本旅客鉄道,JR,旅客（JR・空運）
9021,西日本旅客鉄道,JR,旅客（JR・空運）
9022,東海旅客鉄道,JR,旅客（JR・空運）
9006,京浜急行電鉄,私鉄（大手）,旅客（私鉄）
9041,近鉄グループホールディングス,私鉄（大手）,旅客（私鉄）
9042,阪急阪神ホールディングス,私鉄（大手）,旅客（私鉄）
9045,京阪ホールディングス,私鉄（大手）,旅客（私鉄）
9001,東武鉄道,私鉄（大手）,旅客（私鉄）
9048,名古屋鉄道,私鉄（大手）,旅客（私鉄）
9005,東急,私鉄（大手）,旅客（私鉄）
9010,富士急行,私鉄（大手）,旅客（私鉄）
4661,オリエンタルランド,私鉄（大手）,旅客（私鉄）
9007,小田急電鉄,私鉄（大手）,旅客（私鉄）
9009,京成電鉄,私鉄（大手）,旅客（私鉄）
9008,京王電鉄,私鉄（大手）,旅客（私鉄）
9706,日本空港ビルデング,私鉄（大手）,旅客（私鉄）
9003,相鉄ホールディングス,私鉄（中堅）,旅客（私鉄）
9031,西日本鉄道,私鉄（中堅）,旅客（私鉄）
9044,南海電気鉄道,私鉄（中堅）,旅客（私鉄）
